frame_id,timestamp_ms,status,x1,y1,x2,y2,bbox_width_px,bbox_height_px,conf,detector_source,raw_x_cam,raw_y_cam,raw_z_cam,filtered_x_cam,filtered_y_cam,filtered_z_cam,raw_x_world,raw_y_world,raw_z_world,filtered_x_world,filtered_y_world,filtered_z_world,height_x_cam,height_y_cam,height_z_cam,height_x_world,height_y_world,height_z_world,ground_model_centroid_x_cam,ground_model_centroid_y_cam,ground_model_centroid_z_cam,ground_model_centroid_x_world,ground_model_centroid_y_world,ground_model_centroid_z_world,ground_contact_x_world,ground_contact_y_world,ground_contact_z_world,strict_raw_x_world,strict_raw_y_world,strict_raw_z_world,strict_filtered_x_world,strict_filtered_y_world,strict_filtered_z_world,height_ground_depth_delta_m,height_ground_world_xy_delta_m,used_height_fallback,blur_laplacian_var,brightness_mean,contrast_std,is_blurry,is_low_light,flow_points,flow_quality
628,20954,detected,948.98,473.70,1276.50,746.95,327.52,273.25,0.886,blue_hsv_shape,0.3686,0.1854,3.2682,0.3686,0.1854,3.2682,3.1089,-0.3686,0.3250,3.1646,-0.3901,0.3250,0.3618,0.1666,3.3091,3.1532,-0.3618,0.3326,0.3686,0.1854,3.2682,3.1089,-0.3686,0.3250,3.1089,-0.3686,0.0000,3.1089,-0.3686,0.3250,3.1646,-0.3901,0.3250,0.0409,0.0449,0,127.7074,125.0408,75.3711,0,0,80,0.9497
629,20988,detected,952.10,473.79,1276.43,748.32,324.33,274.54,0.885,blue_hsv_shape,0.3714,0.1876,3.2601,0.3714,0.1876,3.2601,3.1005,-0.3714,0.3250,3.1656,-0.3928,0.3250,0.3637,0.1675,3.2931,3.1376,-0.3637,0.3359,0.3714,0.1876,3.2601,3.1005,-0.3714,0.3250,3.1005,-0.3714,0.0000,3.1005,-0.3714,0.3250,3.1656,-0.3928,0.3250,0.0330,0.0379,0,127.6146,125.2168,75.4241,0,0,80,0.9388
630,21021,detected,955.61,473.65,1276.37,748.30,320.75,274.66,0.884,blue_hsv_shape,0.3756,0.1876,3.2601,0.3756,0.1876,3.2601,3.1005,-0.3756,0.3250,3.1652,-0.3954,0.3250,0.3676,0.1673,3.2914,3.1360,-0.3676,0.3366,0.3756,0.1876,3.2601,3.1005,-0.3756,0.3250,3.1005,-0.3756,0.0000,3.1005,-0.3756,0.3250,3.1652,-0.3954,0.3250,0.0313,0.0364,0,127.6474,125.3410,75.4665,0,0,80,0.9556
631,21054,detected,957.52,473.49,1276.18,748.25,318.66,274.76,0.884,blue_hsv_shape,0.3777,0.1875,3.2604,0.3777,0.1875,3.2604,3.1007,-0.3777,0.3250,3.1636,-0.3975,0.3250,0.3695,0.1670,3.2901,3.1348,-0.3695,0.3372,0.3777,0.1875,3.2604,3.1007,-0.3777,0.3250,3.1007,-0.3777,0.0000,3.1007,-0.3777,0.3250,3.1636,-0.3975,0.3250,0.0297,0.0350,0,127.6360,125.3423,75.4667,0,0,80,1.0000
632,21088,detected,959.30,473.32,1276.05,747.73,316.74,274.40,0.883,blue_hsv_shape,0.3801,0.1867,3.2634,0.3801,0.1867,3.2634,3.1039,-0.3801,0.3250,3.1617,-0.3993,0.3250,0.3720,0.1664,3.2943,3.1390,-0.3720,0.3367,0.3801,0.1867,3.2634,3.1039,-0.3801,0.3250,3.1039,-0.3801,0.0000,3.1039,-0.3801,0.3250,3.1617,-0.3993,0.3250,0.0309,0.0360,0,127.6059,125.4781,75.5027,0,0,80,0.9628
633,21121,detected,962.41,470.44,1275.60,747.18,313.19,276.73,0.873,blue_hsv_shape,0.3836,0.1859,3.2665,0.3836,0.1859,3.2665,3.1071,-0.3836,0.3250,3.1598,-0.4010,0.3250,0.3719,0.1609,3.2665,3.1136,-0.3719,0.3491,0.3836,0.1859,3.2665,3.1071,-0.3836,0.3250,3.1071,-0.3836,0.0000,3.1071,-0.3836,0.3250,3.1598,-0.4010,0.3250,0.0000,0.0134,0,127.8176,125.5387,75.5433,0,0,80,0.9644
634,21154,detected,965.08,468.48,1275.26,746.45,310.18,277.96,0.872,blue_hsv_shape,0.3869,0.1848,3.2708,0.3869,0.1848,3.2708,3.1115,-0.3869,0.3250,3.1580,-0.4028,0.3250,0.3730,0.1571,3.2521,3.1006,-0.3730,0.3565,0.3869,0.1848,3.2708,3.1115,-0.3869,0.3250,3.1115,-0.3869,0.0000,3.1115,-0.3869,0.3250,3.1580,-0.4028,0.3250,0.0187,0.0177,0,127.7542,125.6848,75.6032,0,0,80,0.9673
635,21188,detected,967.87,467.02,1274.59,742.28,306.72,275.27,0.878,blue_hsv_shape,0.3923,0.1782,3.2953,0.3923,0.1782,3.2953,3.1369,-0.3923,0.3250,3.1603,-0.4048,0.3250,0.3792,0.1520,3.2845,3.1332,-0.3792,0.3530,0.3923,0.1782,3.2953,3.1369,-0.3923,0.3250,3.1369,-0.3923,0.0000,3.1369,-0.3923,0.3250,3.1603,-0.4048,0.3250,0.0108,0.0136,0,127.7443,125.7952,75.6419,0,0,80,0.9561
636,21221,detected,969.38,466.32,1274.08,739.65,304.70,273.33,0.878,blue_hsv_shape,0.3953,0.1740,3.3110,0.3953,0.1740,3.3110,3.1532,-0.3953,0.3250,3.1646,-0.4068,0.3250,0.3831,0.1492,3.3082,3.1568,-0.3831,0.3497,0.3953,0.1740,3.3110,3.1532,-0.3953,0.3250,3.1532,-0.3953,0.0000,3.1532,-0.3953,0.3250,3.1646,-0.4068,0.3250,0.0029,0.0127,0,127.7408,125.7956,75.6421,0,0,80,1.0000
637,21255,detected,971.42,466.09,1273.36,738.10,301.94,272.01,0.876,blue_hsv_shape,0.3979,0.1715,3.3204,0.3979,0.1715,3.3204,3.1628,-0.3979,0.3250,3.1697,-0.4087,0.3250,0.3866,0.1478,3.3244,3.1728,-0.3866,0.3468,0.3979,0.1715,3.3204,3.1628,-0.3979,0.3250,3.1628,-0.3979,0.0000,3.1628,-0.3979,0.3250,3.1697,-0.4087,0.3250,0.0040,0.0151,0,127.7692,125.9295,75.6817,0,0,80,0.9522
638,21288,detected,973.42,466.23,1272.93,739.10,299.51,272.87,0.868,blue_hsv_shape,0.3992,0.1731,3.3142,0.3992,0.1731,3.3142,3.1565,-0.3992,0.3250,3.1727,-0.4103,0.3250,0.3872,0.1487,3.3136,3.1622,-0.3872,0.3488,0.3992,0.1731,3.3142,3.1565,-0.3992,0.3250,3.1565,-0.3992,0.0000,3.1565,-0.3992,0.3250,3.1727,-0.4103,0.3250,0.0007,0.0132,0,127.9269,125.9561,75.7304,0,0,80,0.9509
639,21321,detected,975.37,469.07,1272.71,737.38,297.33,268.31,0.879,blue_hsv_shape,0.4025,0.1703,3.3246,0.4025,0.1703,3.3246,3.1672,-0.4025,0.3250,3.1767,-0.4120,0.3250,0.3959,0.1526,3.3699,3.2156,-0.3959,0.3304,0.4025,0.1703,3.3246,3.1672,-0.4025,0.3250,3.1672,-0.4025,0.0000,3.1672,-0.4025,0.3250,3.1767,-0.4120,0.3250,0.0453,0.0488,0,127.7262,126.1288,75.7750,0,0,80,0.9528
640,21355,detected,977.19,471.02,1270.75,736.28,293.55,265.26,0.875,blue_hsv_shape,0.4031,0.1685,3.3313,0.4031,0.1685,3.3313,3.1741,-0.4031,0.3250,3.1811,-0.4133,0.3250,0.4003,0.1554,3.4089,3.2525,-0.4003,0.3176,0.4031,0.1685,3.3313,3.1741,-0.4031,0.3250,3.1741,-0.4031,0.0000,3.1741,-0.4031,0.3250,3.1811,-0.4133,0.3250,0.0776,0.0784,0,127.7587,126.2835,75.8295,0,0,80,0.9537
641,21388,detected,978.18,472.31,1269.45,735.62,291.26,263.31,0.875,blue_hsv_shape,0.4032,0.1675,3.3353,0.4032,0.1675,3.3353,3.1783,-0.4032,0.3250,3.1853,-0.4142,0.3250,0.4029,0.1573,3.4342,3.2765,-0.4029,0.3092,0.4032,0.1675,3.3353,3.1783,-0.4032,0.3250,3.1783,-0.4032,0.0000,3.1783,-0.4032,0.3250,3.1853,-0.4142,0.3250,0.0989,0.0982,0,127.7552,126.2838,75.8298,0,0,80,1.0000
642,21421,detected,978.59,473.11,1268.19,735.27,289.60,262.17,0.872,blue_hsv_shape,0.4024,0.1669,3.3374,0.4024,0.1669,3.3374,3.1805,-0.4024,0.3250,3.1890,-0.4146,0.3250,0.4036,0.1586,3.4493,3.2907,-0.4036,0.3041,0.4024,0.1669,3.3374,3.1805,-0.4024,0.3250,3.1805,-0.4024,0.0000,3.1805,-0.4024,0.3250,3.1890,-0.4146,0.3250,0.1118,0.1102,0,127.7459,126.3850,75.8768,0,0,80,0.9561
643,21455,detected,979.41,473.54,1258.34,735.14,278.93,261.59,0.868,blue_hsv_shape,0.3913,0.1666,3.3385,0.3913,0.1666,3.3385,3.1816,-0.3913,0.3250,3.1921,-0.4127,0.3250,0.3933,0.1593,3.4576,3.2985,-0.3933,0.3013,0.3913,0.1666,3.3385,3.1816,-0.3913,0.3250,3.1816,-0.3913,0.0000,3.1816,-0.3913,0.3250,3.1921,-0.4127,0.3250,0.1191,0.1169,0,127.8176,126.4193,75.9094,0,0,80,0.9525
644,21488,detected,979.98,473.67,1249.99,734.22,270.01,260.55,0.868,blue_hsv_shape,0.3823,0.1650,3.3443,0.3823,0.1650,3.3443,3.1877,-0.3823,0.3250,3.1955,-0.4091,0.3250,0.3853,0.1589,3.4722,3.3127,-0.3853,0.2978,0.3823,0.1650,3.3443,3.1877,-0.3823,0.3250,3.1877,-0.3823,0.0000,3.1877,-0.3823,0.3250,3.1955,-0.4091,0.3250,0.1278,0.1251,0,127.7349,126.5362,75.9509,0,0,80,0.9617
645,21522,detected,981.72,473.65,1255.99,733.22,274.27,259.57,0.867,blue_hsv_shape,0.3925,0.1635,3.3502,0.3925,0.1635,3.3502,3.1938,-0.3925,0.3250,3.1993,-0.4075,0.3250,0.3964,0.1583,3.4848,3.3251,-0.3964,0.2952,0.3925,0.1635,3.3502,3.1938,-0.3925,0.3250,3.1938,-0.3925,0.0000,3.1938,-0.3925,0.3250,3.1993,-0.4075,0.3250,0.1346,0.1314,0,127.6934,126.6446,75.9992,0,0,80,0.9615
646,21555,detected,982.51,473.60,1259.99,732.65,277.49,259.05,0.865,blue_hsv_shape,0.3989,0.1626,3.3536,0.3989,0.1626,3.3536,3.1972,-0.3989,0.3250,3.2029,-0.4071,0.3250,0.4032,0.1578,3.4915,3.3317,-0.4032,0.2939,0.3989,0.1626,3.3536,3.1972,-0.3989,0.3250,3.1972,-0.3989,0.0000,3.1972,-0.3989,0.3250,3.2029,-0.4071,0.3250,0.1379,0.1345,0,127.6825,126.6451,75.9997,0,0,80,0.9999
647,21588,detected,982.75,473.50,1263.34,731.92,280.59,258.42,0.865,blue_hsv_shape,0.4038,0.1614,3.3580,0.4038,0.1614,3.3580,3.2018,-0.4038,0.3250,3.2066,-0.4075,0.3250,0.4087,0.1572,3.4999,3.3399,-0.4087,0.2924,0.4038,0.1614,3.3580,3.2018,-0.4038,0.3250,3.2018,-0.4038,0.0000,3.2018,-0.4038,0.3250,3.2066,-0.4075,0.3250,0.1419,0.1382,0,127.6631,126.7383,76.0427,0,0,80,0.9682
648,21622,detected,983.10,473.38,1265.65,731.07,282.55,257.69,0.863,blue_hsv_shape,0.4078,0.1600,3.3632,0.4078,0.1600,3.3632,3.2072,-0.4078,0.3250,3.2105,-0.4085,0.3250,0.4132,0.1564,3.5097,3.3497,-0.4132,0.2905,0.4078,0.1600,3.3632,3.2072,-0.4078,0.3250,3.2072,-0.4078,0.0000,3.2072,-0.4078,0.3250,3.2105,-0.4085,0.3250,0.1466,0.1426,0,127.1993,126.7687,76.0634,0,0,80,0.9792
649,21655,detected,983.13,473.31,1267.13,730.60,284.00,257.29,0.859,blue_hsv_shape,0.4100,0.1592,3.3660,0.4100,0.1592,3.3660,3.2101,-0.4100,0.3250,3.2142,-0.4097,0.3250,0.4157,0.1559,3.5150,3.3549,-0.4157,0.2896,0.4100,0.1592,3.3660,3.2101,-0.4100,0.3250,3.2101,-0.4100,0.0000,3.2101,-0.4100,0.3250,3.2142,-0.4097,0.3250,0.1490,0.1449,0,126.5330,126.8666,76.1020,0,0,80,0.9800
650,21688,detected,985.25,472.66,1267.71,728.52,282.46,255.86,0.858,blue_hsv_shape,0.4148,0.1558,3.3789,0.4148,0.1558,3.3789,3.2234,-0.4148,0.3250,3.2195,-0.4116,0.3250,0.4215,0.1534,3.5349,3.3747,-0.4215,0.2869,0.4148,0.1558,3.3789,3.2234,-0.4148,0.3250,3.2234,-0.4148,0.0000,3.2234,-0.4148,0.3250,3.2195,-0.4116,0.3250,0.1560,0.1514,0,125.6128,126.9288,76.1360,0,0,80,0.9792
651,21722,detected,986.56,472.29,1267.90,727.24,281.34,254.95,0.858,blue_hsv_shape,0.4176,0.1537,3.3868,0.4176,0.1537,3.3868,3.2317,-0.4176,0.3250,3.2255,-0.4137,0.3250,0.4249,0.1518,3.5475,3.3873,-0.4249,0.2852,0.4176,0.1537,3.3868,3.2317,-0.4176,0.3250,3.2317,-0.4176,0.0000,3.2317,-0.4176,0.3250,3.2255,-0.4137,0.3250,0.1607,0.1559,0,125.6058,126.9298,76.1362,0,0,80,1.0000
652,21755,detected,987.30,471.18,1267.87,726.47,280.57,255.29,0.856,blue_hsv_shape,0.4191,0.1524,3.3917,0.4191,0.1524,3.3917,3.2367,-0.4191,0.3250,3.2314,-0.4157,0.3250,0.4253,0.1493,3.5429,3.3836,-0.4253,0.2889,0.4191,0.1524,3.3917,3.2367,-0.4191,0.3250,3.2367,-0.4191,0.0000,3.2367,-0.4191,0.3250,3.2314,-0.4157,0.3250,0.1513,0.1470,0,125.5588,126.9902,76.1618,0,0,80,0.9765
653,21788,detected,989.50,470.22,1267.85,722.42,278.35,252.21,0.861,blue_hsv_shape,0.4249,0.1455,3.4172,0.4249,0.1455,3.4172,3.2631,-0.4249,0.3250,3.2411,-0.4185,0.3250,0.4333,0.1447,3.5867,3.4270,-0.4333,0.2820,0.4249,0.1455,3.4172,3.2631,-0.4249,0.3250,3.2631,-0.4249,0.0000,3.2631,-0.4249,0.3250,3.2411,-0.4185,0.3250,0.1695,0.1642,0,125.6118,127.0261,76.1841,0,0,80,0.9808
654,21822,detected,990.84,469.83,1267.70,720.83,276.86,251.01,0.856,blue_hsv_shape,0.4276,0.1428,3.4273,0.4276,0.1428,3.4273,3.2736,-0.4276,0.3250,3.2513,-0.4214,0.3250,0.4370,0.1428,3.6040,3.4442,-0.4370,0.2793,0.4276,0.1428,3.4273,3.2736,-0.4276,0.3250,3.2736,-0.4276,0.0000,3.2736,-0.4276,0.3250,3.2513,-0.4214,0.3250,0.1767,0.1709,0,125.5287,127.1024,76.2111,0,0,80,0.9885
655,21855,detected,991.58,469.72,1267.50,720.46,275.93,250.74,0.854,blue_hsv_shape,0.4285,0.1422,3.4297,0.4285,0.1422,3.4297,3.2760,-0.4285,0.3250,3.2606,-0.4241,0.3250,0.4381,0.1424,3.6078,3.4480,-0.4381,0.2787,0.4285,0.1422,3.4297,3.2760,-0.4285,0.3250,3.2760,-0.4285,0.0000,3.2760,-0.4285,0.3250,3.2606,-0.4241,0.3250,0.1781,0.1723,0,125.5742,127.1375,76.2233,0,0,80,0.9894
656,21889,detected,991.91,469.73,1267.31,720.44,275.40,250.71,0.854,blue_hsv_shape,0.4287,0.1421,3.4298,0.4287,0.1421,3.4298,3.2762,-0.4287,0.3250,3.2684,-0.4264,0.3250,0.4384,0.1423,3.6082,3.4484,-0.4384,0.2786,0.4287,0.1421,3.4298,3.2762,-0.4287,0.3250,3.2762,-0.4287,0.0000,3.2762,-0.4287,0.3250,3.2684,-0.4264,0.3250,0.1784,0.1725,0,125.5704,127.1377,76.2235,0,0,80,1.0000
657,21922,detected,991.97,469.87,1267.15,715.00,275.17,245.13,0.868,blue_hsv_shape,0.4328,0.1327,3.4650,0.4328,0.1327,3.4650,3.3126,-0.4328,0.3250,3.2818,-0.4290,0.3250,0.4483,0.1386,3.6912,3.5295,-0.4483,0.2608,0.4328,0.1327,3.4650,3.3126,-0.4328,0.3250,3.3126,-0.4328,0.0000,3.3126,-0.4328,0.3250,3.2818,-0.4290,0.3250,0.2261,0.2175,0,125.5632,127.1720,76.2366,0,0,80,0.9856
658,21955,detected,991.93,470.03,1267.03,716.13,275.10,246.11,0.853,blue_hsv_shape,0.4317,0.1347,3.4577,0.4317,0.1347,3.4577,3.3050,-0.4317,0.3250,3.2917,-0.4311,0.3250,0.4463,0.1398,3.6764,3.5149,-0.4463,0.2635,0.4317,0.1347,3.4577,3.3050,-0.4317,0.3250,3.3050,-0.4317,0.0000,3.3050,-0.4317,0.3250,3.2917,-0.4311,0.3250,0.2187,0.2105,0,125.6593,127.1846,76.2451,0,0,80,0.9894
659,21989,detected,991.81,470.12,1266.95,717.18,275.14,247.05,0.852,blue_hsv_shape,0.4306,0.1365,3.4509,0.4306,0.1365,3.4509,3.2980,-0.4306,0.3250,3.2988,-0.4326,0.3250,0.4443,0.1407,3.6622,3.5010,-0.4443,0.2662,0.4306,0.1365,3.4509,3.2980,-0.4306,0.3250,3.2980,-0.4306,0.0000,3.2980,-0.4306,0.3250,3.2988,-0.4326,0.3250,0.2113,0.2034,0,125.5606,127.2026,76.2391,0,0,80,0.9808
660,22022,detected,991.61,469.65,1266.92,702.77,275.31,233.12,0.894,blue_hsv_shape,0.4417,0.1108,3.5468,0.4417,0.1108,3.5468,3.3973,-0.4417,0.3250,3.3235,-0.4358,0.3250,0.4707,0.1285,3.8833,3.7177,-0.4707,0.2208,0.4417,0.1108,3.5468,3.3973,-0.4417,0.3250,3.3973,-0.4417,0.0000,3.3973,-0.4417,0.3250,3.3235,-0.4358,0.3250,0.3365,0.3218,0,125.5062,127.2184,76.2365,0,0,80,0.9724
661,22055,detected,991.45,469.85,1266.90,694.11,275.46,224.26,0.894,blue_hsv_shape,0.4486,0.0947,3.6069,0.4486,0.0947,3.6069,3.4595,-0.4486,0.3250,3.3566,-0.4399,0.3250,0.4892,0.1214,4.0379,3.8689,-0.4892,0.1877,0.4486,0.0947,3.6069,3.4595,-0.4486,0.3250,3.4595,-0.4486,0.0000,3.4595,-0.4486,0.3250,3.3566,-0.4399,0.3250,0.4310,0.4114,0,125.5040,127.2188,76.2368,0,0,80,1.0000
662,22089,detected,991.34,470.89,1266.90,698.00,275.56,227.12,0.864,blue_hsv_shape,0.4452,0.1020,3.5797,0.4452,0.1020,3.5797,3.4313,-0.4452,0.3250,3.3795,-0.4426,0.3250,0.4829,0.1269,3.9866,3.8179,-0.4829,0.1956,0.4452,0.1020,3.5797,3.4313,-0.4452,0.3250,3.4313,-0.4452,0.0000,3.4313,-0.4452,0.3250,3.3795,-0.4426,0.3250,0.4069,0.3885,0,125.5594,127.2080,76.2263,0,0,80,0.9805
663,22122,detected,990.26,471.23,1267.35,690.61,277.09,219.38,0.902,blue_hsv_shape,0.4506,0.0880,3.6318,0.4506,0.0880,3.6318,3.4852,-0.4506,0.3250,3.4098,-0.4460,0.3250,0.4991,0.1210,4.1283,3.9563,-0.4991,0.1647,0.4506,0.0880,3.6318,3.4852,-0.4506,0.3250,3.4852,-0.4506,0.0000,3.4852,-0.4506,0.3250,3.4098,-0.4460,0.3250,0.4965,0.4736,0,134.0500,127.3953,76.5287,0,0,80,0.9764
664,22155,detected,989.57,472.16,1267.66,686.37,278.09,214.21,0.903,blue_hsv_shape,0.4537,0.0798,3.6623,0.4537,0.0798,3.6623,3.5168,-0.4537,0.3250,3.4416,-0.4494,0.3250,0.5106,0.1189,4.2286,4.0537,-0.5106,0.1407,0.4537,0.0798,3.6623,3.5168,-0.4537,0.3250,3.5168,-0.4537,0.0000,3.5168,-0.4537,0.3250,3.4416,-0.4494,0.3250,0.5663,0.5399,0,134.0123,127.4432,76.5396,0,0,80,0.9920
665,22189,detected,990.11,472.84,1267.95,683.63,277.84,210.79,0.903,blue_hsv_shape,0.4572,0.0745,3.6823,0.4572,0.0745,3.6823,3.5375,-0.4572,0.3250,3.4727,-0.4528,0.3250,0.5202,0.1176,4.2974,4.1205,-0.5202,0.1241,0.4572,0.0745,3.6823,3.5375,-0.4572,0.3250,3.5375,-0.4572,0.0000,3.5375,-0.4572,0.3250,3.4727,-0.4528,0.3250,0.6151,0.5864,0,134.2780,127.5094,76.6020,0,0,80,0.9945
666,22222,detected,991.30,474.40,1268.16,696.37,276.86,221.97,0.855,blue_hsv_shape,0.4482,0.0990,3.5910,0.4482,0.0990,3.5910,3.4430,-0.4482,0.3250,3.4821,-0.4542,0.3250,0.4959,0.1326,4.0791,3.9058,-0.4959,0.1662,0.4482,0.0990,3.5910,3.4430,-0.4482,0.3250,3.4430,-0.4482,0.0000,3.4430,-0.4482,0.3250,3.4821,-0.4542,0.3250,0.4881,0.4652,0,134.4526,127.5433,76.6536,0,0,79,0.9904
667,22256,detected,993.49,474.98,1267.90,706.19,274.41,231.21,0.855,blue_hsv_shape,0.4427,0.1170,3.5235,0.4427,0.1170,3.5235,3.3732,-0.4427,0.3250,3.4766,-0.4541,0.3250,0.4786,0.1418,3.9144,3.7443,-0.4786,0.1999,0.4427,0.1170,3.5235,3.3732,-0.4427,0.3250,3.3732,-0.4427,0.0000,3.3732,-0.4427,0.3250,3.4766,-0.4541,0.3250,0.3909,0.3729,0,134.5613,127.4794,76.6876,0,0,80,0.9935
668,22289,detected,994.98,474.87,1267.60,712.90,272.63,238.03,0.855,blue_hsv_shape,0.4389,0.1290,3.4787,0.4389,0.1290,3.4787,3.3268,-0.4389,0.3250,3.4618,-0.4532,0.3250,0.4664,0.1467,3.8012,3.6337,-0.4664,0.2245,0.4389,0.1290,3.4787,3.3268,-0.4389,0.3250,3.3268,-0.4389,0.0000,3.3268,-0.4389,0.3250,3.4618,-0.4532,0.3250,0.3225,0.3082,0,134.5540,127.4801,76.6880,0,0,80,1.0000
669,22322,detected,995.90,473.61,1267.34,717.94,271.44,244.33,0.852,blue_hsv_shape,0.4358,0.1378,3.4458,0.4358,0.1378,3.4458,3.2927,-0.4358,0.3250,3.4412,-0.4517,0.3250,0.4552,0.1479,3.7024,3.5380,-0.4552,0.2489,0.4358,0.1378,3.4458,3.2927,-0.4358,0.3250,3.2927,-0.4358,0.0000,3.2927,-0.4358,0.3250,3.4412,-0.4517,0.3250,0.2566,0.2460,0,134.6724,127.4122,76.7204,0,0,80,0.9860
670,22356,detected,995.07,472.49,1267.50,720.90,272.43,248.41,0.854,blue_hsv_shape,0.4326,0.1430,3.4268,0.4326,0.1430,3.4268,3.2730,-0.4326,0.3250,3.4177,-0.4495,0.3250,0.4468,0.1479,3.6412,3.4788,-0.4468,0.2648,0.4326,0.1430,3.4268,3.2730,-0.4326,0.3250,3.2730,-0.4326,0.0000,3.2730,-0.4326,0.3250,3.4177,-0.4495,0.3250,0.2144,0.2063,0,135.1234,127.3520,76.7462,0,0,80,0.9817
671,22389,detected,993.45,472.01,1267.57,721.50,274.13,249.49,0.861,blue_hsv_shape,0.4302,0.1440,3.4230,0.4302,0.1440,3.4230,3.2691,-0.4302,0.3250,3.3948,-0.4469,0.3250,0.4428,0.1474,3.6255,3.4638,-0.4428,0.2693,0.4302,0.1440,3.4230,3.2691,-0.4302,0.3250,3.2691,-0.4302,0.0000,3.2691,-0.4302,0.3250,3.3948,-0.4469,0.3250,0.2025,0.1951,0,135.0795,127.4013,76.7772,0,0,80,0.9787
672,22422,detected,991.38,472.62,1267.62,721.50,276.25,248.87,0.866,blue_hsv_shape,0.4277,0.1440,3.4230,0.4277,0.1440,3.4230,3.2691,-0.4277,0.3250,3.3737,-0.4440,0.3250,0.4413,0.1485,3.6347,3.4724,-0.4413,0.2658,0.4277,0.1440,3.4230,3.2691,-0.4277,0.3250,3.2691,-0.4277,0.0000,3.2691,-0.4277,0.3250,3.3737,-0.4440,0.3250,0.2116,0.2037,0,135.2413,127.3796,76.7908,0,0,80,0.9803
673,22456,detected,990.02,473.06,1267.72,721.12,277.71,248.06,0.866,blue_hsv_shape,0.4263,0.1433,3.4255,0.4263,0.1433,3.4255,3.2717,-0.4263,0.3250,3.3549,-0.4411,0.3250,0.4411,0.1491,3.6467,3.4838,-0.4411,0.2621,0.4263,0.1433,3.4255,3.2717,-0.4263,0.3250,3.2717,-0.4263,0.0000,3.2717,-0.4263,0.3250,3.3549,-0.4411,0.3250,0.2212,0.2127,0,135.0710,127.3829,76.7959,0,0,80,1.0000
674,22489,detected,988.24,473.37,1267.78,720.57,279.53,247.20,0.869,blue_hsv_shape,0.4246,0.1423,3.4291,0.4246,0.1423,3.4291,3.2754,-0.4246,0.3250,3.3387,-0.4382,0.3250,0.4404,0.1493,3.6597,3.4963,-0.4404,0.2586,0.4246,0.1423,3.4291,3.2754,-0.4246,0.3250,3.2754,-0.4246,0.0000,3.2754,-0.4246,0.3250,3.3387,-0.4382,0.3250,0.2306,0.2215,0,134.9823,127.3901,76.7970,0,0,80,0.9693
675,22522,detected,987.16,473.37,1267.87,716.61,280.71,243.24,0.880,blue_hsv_shape,0.4263,0.1355,3.4547,0.4263,0.1355,3.4547,3.3019,-0.4263,0.3250,3.3291,-0.4358,0.3250,0.4463,0.1465,3.7199,3.5552,-0.4463,0.2457,0.4263,0.1355,3.4547,3.3019,-0.4263,0.3250,3.3019,-0.4263,0.0000,3.3019,-0.4263,0.3250,3.3291,-0.4358,0.3250,0.2652,0.2541,0,135.0105,127.3049,76.8238,0,0,80,0.9731
676,22556,detected,985.71,475.67,1267.90,752.62,282.19,276.96,0.796,blue_hsv_shape,0.3989,0.1945,3.2345,0.3989,0.1945,3.2345,3.0739,-0.3989,0.3250,3.2841,-0.4294,0.3250,0.3898,0.1732,3.2616,3.1056,-0.3898,0.3385,0.3989,0.1945,3.2345,3.0739,-0.3989,0.3250,3.0739,-0.3989,0.0000,3.0739,-0.3989,0.3250,3.2841,-0.4294,0.3250,0.0271,0.0330,0,134.9375,127.3249,76.8315,0,0,80,0.9896
677,22589,detected,982.85,473.53,1267.84,741.90,284.99,268.37,0.871,blue_hsv_shape,0.4026,0.1776,3.2974,0.4026,0.1776,3.2974,3.1390,-0.4026,0.3250,3.2504,-0.4235,0.3250,0.3989,0.1633,3.3681,3.2111,-0.3989,0.3205,0.4026,0.1776,3.2974,3.1390,-0.4026,0.3250,3.1390,-0.4026,0.0000,3.1390,-0.4026,0.3250,3.2504,-0.4235,0.3250,0.0708,0.0721,0,135.0220,127.3150,76.7865,0,0,80,0.9631
678,22623,detected,981.18,472.53,1267.89,734.54,286.71,262.01,0.871,blue_hsv_shape,0.4057,0.1657,3.3418,0.4057,0.1657,3.3418,3.1851,-0.4057,0.3250,3.2295,-0.4190,0.3250,0.4067,0.1570,3.4513,3.2930,-0.4067,0.3051,0.4057,0.1657,3.3418,3.1851,-0.4057,0.3250,3.1851,-0.4057,0.0000,3.1851,-0.4057,0.3250,3.2295,-0.4190,0.3250,0.1094,0.1080,0,135.0200,127.3150,76.7866,0,0,80,1.0000
679,22656,detected,979.38,474.34,1267.91,765.13,288.53,290.79,0.802,blue_hsv_shape,0.3833,0.2133,3.1642,0.3833,0.2133,3.1642,3.0012,-0.3833,0.3250,3.1817,-0.4115,0.3250,0.3640,0.1773,3.1048,2.9532,-0.3640,0.3751,0.3833,0.2133,3.1642,3.0012,-0.3833,0.3250,3.0012,-0.3833,0.0000,3.0012,-0.3833,0.3250,3.1817,-0.4115,0.3250,0.0593,0.0517,0,134.8804,127.2713,76.7379,0,0,80,0.9569
