frame_id,timestamp_ms,x1,y1,x2,y2,status,track_state,occlusion_age,detector_source,x_cam,y_cam,z_cam,x_world,y_world,z_world,conf,x_world_raw,y_world_raw,z_world_raw,x_world_filt,y_world_filt,z_world_filt,sigma_x,sigma_y,sigma_z,mu_stationary,gate_d2
1367,45612,994.73,470.88,1274.49,745.30,detected,CONFIRMED,0,blue_hsv_shape,0.4394,0.1756,3.3051,3.1470,-0.4394,0.3250,0.906,3.1176,-0.4228,0.3250,3.1470,-0.4394,0.3250,0.0399,0.0399,0.0399,0.173,0.2174
1368,45646,996.80,470.47,1276.52,746.82,detected,CONFIRMED,0,blue_hsv_shape,0.4385,0.1754,3.3055,3.1475,-0.4385,0.3250,0.908,3.1082,-0.4267,0.3250,3.1475,-0.4385,0.3250,0.0398,0.0398,0.0398,0.254,0.2065
1369,45679,995.03,469.76,1275.21,748.67,detected,CONFIRMED,0,blue_hsv_shape,0.4365,0.1761,3.3033,3.1451,-0.4365,0.3250,0.902,3.0971,-0.4217,0.3250,3.1451,-0.4365,0.3250,0.0398,0.0398,0.0398,0.353,0.3448
1370,45712,992.91,472.46,1274.34,754.37,detected,CONFIRMED,0,blue_hsv_shape,0.4332,0.1784,3.2944,3.1359,-0.4332,0.3250,0.909,3.0631,-0.4141,0.3250,3.1359,-0.4332,0.3250,0.0397,0.0397,0.0397,0.502,1.0015
1371,45746,988.38,474.96,1268.85,757.38,detected,CONFIRMED,0,blue_hsv_shape,0.4276,0.1816,3.2826,3.1238,-0.4276,0.3250,0.910,3.0457,-0.4001,0.3250,3.1238,-0.4276,0.3250,0.0397,0.0397,0.0397,0.662,0.8191
1372,45779,985.80,476.98,1266.04,760.43,detected,STATIONARY,0,blue_hsv_shape,0.4209,0.1853,3.2686,3.1092,-0.4209,0.3250,0.908,3.0281,-0.3917,0.3250,3.1092,-0.4209,0.3250,0.0397,0.0397,0.0397,0.814,0.8361
1373,45812,981.58,477.44,1264.82,760.06,detected,STATIONARY,0,blue_hsv_shape,0.4138,0.1887,3.2561,3.0963,-0.4138,0.3250,0.910,3.0304,-0.3854,0.3250,3.0963,-0.4138,0.3250,0.0396,0.0396,0.0396,0.878,0.3580
1374,45846,983.30,477.42,1268.60,757.04,detected,STATIONARY,0,blue_hsv_shape,0.4090,0.1909,3.2478,3.0877,-0.4090,0.3250,0.913,3.0479,-0.3939,0.3250,3.0877,-0.4090,0.3250,0.0396,0.0396,0.0396,0.853,0.0274
1375,45879,978.39,477.40,1265.44,754.89,detected,STATIONARY,0,blue_hsv_shape,0.4033,0.1923,3.2426,3.0824,-0.4033,0.3250,0.912,3.0608,-0.3857,0.3250,3.0824,-0.4033,0.3250,0.0396,0.0396,0.0396,0.805,0.0559
1376,45913,975.59,476.37,1264.61,752.88,detected,STATIONARY,0,blue_hsv_shape,0.3978,0.1929,3.2402,3.0799,-0.3978,0.3250,0.912,3.0728,-0.3826,0.3250,3.0799,-0.3978,0.3250,0.0396,0.0396,0.0396,0.772,0.0221
1377,45946,972.20,468.59,1263.68,734.70,detected,STATIONARY,0,blue_hsv_shape,0.3942,0.1883,3.2577,3.0979,-0.3942,0.3250,0.889,3.1844,-0.3893,0.3250,3.0979,-0.3942,0.3250,0.0396,0.0396,0.0396,0.769,3.7544
1378,45979,968.36,462.93,1262.73,721.67,detected,CONFIRMED,0,blue_hsv_shape,0.3918,0.1800,3.2884,3.1297,-0.3918,0.3250,0.889,3.2688,-0.3922,0.3250,3.1297,-0.3918,0.3250,0.0397,0.0397,0.0397,0.591,3.5513
1379,46013,967.86,458.91,1252.65,712.89,detected,CONFIRMED,0,blue_hsv_shape,0.3884,0.1698,3.3265,3.1692,-0.3884,0.3250,0.888,3.3281,-0.3847,0.3250,3.1692,-0.3884,0.3250,0.0398,0.0398,0.0398,0.306,2.9355
1380,46046,964.30,456.88,1243.01,707.21,detected,CONFIRMED,0,blue_hsv_shape,0.3832,0.1588,3.3676,3.2118,-0.3832,0.3250,0.891,3.3674,-0.3715,0.3250,3.2118,-0.3832,0.3250,0.0398,0.0398,0.0398,0.007,2.2131
1381,46079,965.64,456.07,1239.36,703.12,detected,CONFIRMED,0,blue_hsv_shape,0.3786,0.1476,3.4093,3.2549,-0.3786,0.3250,0.895,3.3962,-0.3713,0.3250,3.2549,-0.3786,0.3250,0.0398,0.0398,0.0398,0.000,1.5998
1382,46113,959.91,458.87,1232.93,718.36,detected,CONFIRMED,0,blue_hsv_shape,0.3704,0.1429,3.4271,3.2733,-0.3704,0.3250,0.850,3.2918,-0.3458,0.3250,3.2733,-0.3704,0.3250,0.0401,0.0401,0.0401,0.000,1.1982
1383,46146,959.31,461.22,1233.90,731.21,detected,CONFIRMED,0,blue_hsv_shape,0.3618,0.1427,3.4278,3.2741,-0.3618,0.3250,0.848,3.2077,-0.3385,0.3250,3.2741,-0.3618,0.3250,0.0403,0.0403,0.0403,0.000,2.2794
1384,46180,956.35,460.07,1232.86,737.74,detected,CONFIRMED,0,blue_hsv_shape,0.3528,0.1447,3.4201,3.2661,-0.3528,0.3250,0.849,3.1665,-0.3298,0.3250,3.2661,-0.3528,0.3250,0.0405,0.0405,0.0405,0.000,1.5909
1385,46213,953.65,457.86,1231.90,724.65,detected,CONFIRMED,0,blue_hsv_shape,0.3453,0.1431,3.4261,3.2723,-0.3453,0.3250,0.888,3.2503,-0.3328,0.3250,3.2723,-0.3453,0.3250,0.0404,0.0404,0.0404,0.000,0.4914
1386,46246,952.38,466.64,1225.22,716.03,detected,CONFIRMED,0,blue_hsv_shape,0.3380,0.1391,3.4411,3.2878,-0.3380,0.3250,0.916,3.3078,-0.3277,0.3250,3.2878,-0.3380,0.3250,0.0402,0.0402,0.0402,0.000,0.5280
1387,46280,950.08,472.19,1221.37,710.17,detected,CONFIRMED,0,blue_hsv_shape,0.3310,0.1338,3.4609,3.3084,-0.3310,0.3250,0.917,3.3478,-0.3233,0.3250,3.3084,-0.3310,0.3250,0.0400,0.0400,0.0400,0.000,0.4234
1388,46313,948.00,473.31,1218.86,706.91,detected,CONFIRMED,0,blue_hsv_shape,0.3245,0.1282,3.4817,3.3299,-0.3245,0.3250,0.908,3.3704,-0.3192,0.3250,3.3299,-0.3245,0.3250,0.0399,0.0399,0.0399,0.000,0.1695
1389,46346,944.63,469.54,1222.97,707.52,detected,CONFIRMED,0,blue_hsv_shape,0.3192,0.1237,3.4985,3.3473,-0.3192,0.3250,0.887,3.3662,-0.3198,0.3250,3.3473,-0.3192,0.3250,0.0399,0.0399,0.0399,0.000,0.0170
1390,46380,938.36,472.04,1217.02,704.73,detected,CONFIRMED,0,blue_hsv_shape,0.3122,0.1190,3.5162,3.3656,-0.3122,0.3250,0.914,3.3859,-0.3056,0.3250,3.3656,-0.3122,0.3250,0.0398,0.0398,0.0398,0.000,0.0851
1391,46413,932.98,475.51,1213.58,709.64,detected,CONFIRMED,0,blue_hsv_shape,0.3038,0.1167,3.5247,3.3744,-0.3038,0.3250,0.915,3.3520,-0.2915,0.3250,3.3744,-0.3038,0.3250,0.0397,0.0397,0.0397,0.000,0.4542
1392,46446,929.19,476.91,1212.80,712.86,detected,CONFIRMED,0,blue_hsv_shape,0.2953,0.1160,3.5273,3.3771,-0.2953,0.3250,0.914,3.3300,-0.2839,0.3250,3.3771,-0.2953,0.3250,0.0396,0.0396,0.0396,0.000,0.5270
1393,46480,922.29,478.00,1210.51,715.47,detected,CONFIRMED,0,blue_hsv_shape,0.2857,0.1165,3.5254,3.3752,-0.2857,0.3250,0.914,3.3124,-0.2709,0.3250,3.3752,-0.2857,0.3250,0.0396,0.0396,0.0396,0.000,0.6524
1394,46513,919.47,478.89,1210.63,717.59,detected,CONFIRMED,0,blue_hsv_shape,0.2769,0.1179,3.5202,3.3697,-0.2769,0.3250,0.916,3.2982,-0.2664,0.3250,3.3697,-0.2769,0.3250,0.0395,0.0395,0.0395,0.018,0.6661
1395,46547,919.45,478.17,1215.01,717.78,detected,CONFIRMED,0,blue_hsv_shape,0.2705,0.1195,3.5144,3.3638,-0.2705,0.3250,0.914,3.2969,-0.2719,0.3250,3.3638,-0.2705,0.3250,0.0395,0.0395,0.0395,0.125,0.4279
1396,46580,915.79,477.46,1215.85,717.27,detected,CONFIRMED,0,blue_hsv_shape,0.2647,0.1209,3.5091,3.3582,-0.2647,0.3250,0.920,3.3003,-0.2685,0.3250,3.3582,-0.2647,0.3250,0.0395,0.0395,0.0395,0.214,0.2764
1397,46613,908.72,478.98,1213.26,718.47,detected,CONFIRMED,0,blue_hsv_shape,0.2576,0.1227,3.5023,3.3512,-0.2576,0.3250,0.920,3.2925,-0.2557,0.3250,3.3512,-0.2576,0.3250,0.0394,0.0394,0.0394,0.288,0.4063
1398,46647,901.50,477.81,1215.06,717.98,detected,CONFIRMED,0,blue_hsv_shape,0.2506,0.1244,3.4962,3.3449,-0.2506,0.3250,0.925,3.2958,-0.2490,0.3250,3.3449,-0.2506,0.3250,0.0394,0.0394,0.0394,0.340,0.2028
1399,46680,897.31,475.96,1215.54,716.59,detected,CONFIRMED,0,blue_hsv_shape,0.2441,0.1255,3.4921,3.3406,-0.2441,0.3250,0.924,3.3052,-0.2449,0.3250,3.3406,-0.2441,0.3250,0.0394,0.0394,0.0394,0.374,0.0761
1400,46713,891.32,475.30,1188.19,715.78,detected,CONFIRMED,0,blue_hsv_shape,0.2311,0.1262,3.4892,3.3376,-0.2311,0.3250,0.913,3.3112,-0.2028,0.3250,3.3376,-0.2311,0.3250,0.0394,0.0394,0.0394,0.340,0.3854
1401,46747,887.14,475.94,1170.20,715.82,detected,CONFIRMED,0,blue_hsv_shape,0.2146,0.1270,3.4863,3.3347,-0.2146,0.3250,0.916,3.3112,-0.1746,0.3250,3.3347,-0.2146,0.3250,0.0394,0.0394,0.0394,0.276,0.3229
1402,46780,883.87,476.41,1159.50,715.86,detected,CONFIRMED,0,blue_hsv_shape,0.1971,0.1277,3.4836,3.3318,-0.1971,0.3250,0.921,3.3111,-0.1568,0.3250,3.3318,-0.1971,0.3250,0.0394,0.0394,0.0394,0.203,0.2155
1403,46813,877.31,476.48,1152.15,726.58,detected,CONFIRMED,0,blue_hsv_shape,0.1784,0.1319,3.4682,3.3159,-0.1784,0.3250,0.922,3.2403,-0.1365,0.3250,3.3159,-0.1784,0.3250,0.0394,0.0394,0.0394,0.127,2.1198
1404,46847,877.03,476.09,1151.09,732.93,detected,CONFIRMED,0,blue_hsv_shape,0.1617,0.1376,3.4469,3.2939,-0.1617,0.3250,0.922,3.1995,-0.1334,0.3250,3.2939,-0.1617,0.3250,0.0394,0.0394,0.0394,0.044,1.4389
1405,46880,872.67,477.10,1149.56,755.38,detected,CONFIRMED,0,blue_hsv_shape,0.1457,0.1487,3.4054,3.2509,-0.1457,0.3250,0.872,3.0622,-0.1214,0.3250,3.2509,-0.1457,0.3250,0.0396,0.0396,0.0396,0.000,9.1760
1406,46914,866.14,475.32,1148.30,749.45,detected,CONFIRMED,0,blue_hsv_shape,0.1303,0.1576,3.3723,3.2166,-0.1303,0.3250,0.924,3.0976,-0.1132,0.3250,3.2166,-0.1303,0.3250,0.0395,0.0395,0.0395,0.000,0.3051
1407,46947,859.78,476.60,1150.09,747.79,detected,CONFIRMED,0,blue_hsv_shape,0.1166,0.1649,3.3450,3.1884,-0.1166,0.3250,0.923,3.1077,-0.1081,0.3250,3.1884,-0.1166,0.3250,0.0395,0.0395,0.0395,0.000,0.2361
1408,46980,852.24,476.66,1150.74,733.76,detected,CONFIRMED,0,blue_hsv_shape,0.1041,0.1670,3.3371,3.1802,-0.1041,0.3250,0.927,3.1945,-0.1022,0.3250,3.1802,-0.1041,0.3250,0.0394,0.0394,0.0394,0.000,0.6786
1409,47014,844.91,477.23,1148.64,725.06,detected,CONFIRMED,0,blue_hsv_shape,0.0921,0.1659,3.3411,3.1843,-0.0921,0.3250,0.927,3.2505,-0.0920,0.3250,3.1843,-0.0921,0.3250,0.0394,0.0394,0.0394,0.000,0.8573
1410,47047,842.28,475.90,1152.25,718.58,detected,CONFIRMED,0,blue_hsv_shape,0.0827,0.1627,3.3531,3.1967,-0.0827,0.3250,0.922,3.2932,-0.0943,0.3250,3.1967,-0.0827,0.3250,0.0394,0.0394,0.0394,0.000,0.8792
1411,47080,830.67,474.25,1121.55,713.81,detected,CONFIRMED,0,blue_hsv_shape,0.0654,0.1581,3.3704,3.2146,-0.0654,0.3250,0.918,3.3255,-0.0411,0.3250,3.2146,-0.0654,0.3250,0.0394,0.0394,0.0394,0.000,0.4778
1412,47114,823.94,475.95,1101.12,713.40,detected,CONFIRMED,0,blue_hsv_shape,0.0444,0.1536,3.3870,3.2318,-0.0444,0.3250,0.917,3.3284,-0.0065,0.3250,3.2318,-0.0444,0.3250,0.0394,0.0394,0.0394,0.000,0.8768
1413,47147,821.19,476.07,1088.29,712.08,detected,CONFIRMED,0,blue_hsv_shape,0.0229,0.1491,3.4040,3.2494,-0.0229,0.3250,0.918,3.3374,0.0135,0.3250,3.2494,-0.0229,0.3250,0.0394,0.0394,0.0394,0.000,0.7503
1414,47181,816.60,476.22,1077.41,712.11,detected,CONFIRMED,0,blue_hsv_shape,0.0010,0.1449,3.4193,3.2653,-0.0010,0.3250,0.919,3.3371,0.0332,0.3250,3.2653,-0.0010,0.3250,0.0394,0.0394,0.0394,0.000,0.4373
1415,47214,810.69,473.72,1068.87,709.87,detected,CONFIRMED,0,blue_hsv_shape,-0.0209,0.1405,3.4359,3.2825,0.0209,0.3250,0.916,3.3525,0.0519,0.3250,3.2825,0.0209,0.3250,0.0394,0.0394,0.0394,0.000,0.5901
1416,47247,805.75,472.70,1061.99,709.30,detected,CONFIRMED,0,blue_hsv_shape,-0.0422,0.1364,3.4514,3.2985,0.0422,0.3250,0.916,3.3564,0.0672,0.3250,3.2985,0.0422,0.3250,0.0394,0.0394,0.0394,0.000,0.2897
1417,47281,800.45,472.59,1056.50,708.79,detected,CONFIRMED,0,blue_hsv_shape,-0.0626,0.1325,3.4657,3.3133,0.0626,0.3250,0.918,3.3599,0.0811,0.3250,3.3133,0.0626,0.3250,0.0394,0.0394,0.0394,0.000,0.1877
1418,47314,793.85,473.65,1051.70,709.73,detected,CONFIRMED,0,blue_hsv_shape,-0.0822,0.1295,3.4770,3.3251,0.0822,0.3250,0.919,3.3533,0.0957,0.3250,3.3251,0.0822,0.3250,0.0394,0.0394,0.0394,0.000,0.0373
1419,47347,788.38,475.87,1047.88,711.06,detected,CONFIRMED,0,blue_hsv_shape,-0.1007,0.1273,3.4852,3.3334,0.1007,0.3250,0.921,3.3441,0.1073,0.3250,3.3334,0.1007,0.3250,0.0394,0.0394,0.0394,0.000,0.0006
1420,47381,782.59,477.23,1043.46,711.92,detected,CONFIRMED,0,blue_hsv_shape,-0.1182,0.1258,3.4909,3.3394,0.1182,0.3250,0.921,3.3381,0.1202,0.3250,3.3394,0.1182,0.3250,0.0394,0.0394,0.0394,0.000,0.0055
1421,47414,774.55,476.46,1036.97,704.11,detected,CONFIRMED,0,blue_hsv_shape,-0.1364,0.1219,3.5052,3.3542,0.1364,0.3250,0.921,3.3921,0.1408,0.3250,3.3542,0.1364,0.3250,0.0394,0.0394,0.0394,0.000,0.7711
1422,47447,766.22,472.80,1029.28,704.14,detected,CONFIRMED,0,blue_hsv_shape,-0.1551,0.1187,3.5174,3.3668,0.1551,0.3250,0.904,3.3917,0.1616,0.3250,3.3668,0.1551,0.3250,0.0394,0.0394,0.0394,0.000,0.0170
1423,47481,759.71,476.77,1022.33,721.58,detected,CONFIRMED,0,blue_hsv_shape,-0.1727,0.1216,3.5066,3.3556,0.1727,0.3250,0.914,3.2728,0.1736,0.3250,3.3556,0.1727,0.3250,0.0395,0.0395,0.0395,0.000,3.5539
1424,47514,754.62,474.06,1017.84,728.05,detected,CONFIRMED,0,blue_hsv_shape,-0.1888,0.1264,3.4887,3.3371,0.1888,0.3250,0.915,3.2304,0.1836,0.3250,3.3371,0.1888,0.3250,0.0395,0.0395,0.0395,0.000,1.7124
1425,47548,752.27,470.60,1015.90,718.04,detected,CONFIRMED,0,blue_hsv_shape,-0.2036,0.1276,3.4839,3.3322,0.2036,0.3250,0.907,3.2962,0.1923,0.3250,3.3322,0.2036,0.3250,0.0395,0.0395,0.0395,0.000,0.2679
1426,47581,744.49,471.80,1009.29,713.63,detected,CONFIRMED,0,blue_hsv_shape,-0.2190,0.1275,3.4846,3.3329,0.2190,0.3250,0.911,3.3257,0.2122,0.3250,3.3329,0.2190,0.3250,0.0395,0.0395,0.0395,0.000,0.0615
1427,47614,740.40,471.33,1005.97,709.09,detected,CONFIRMED,0,blue_hsv_shape,-0.2336,0.1258,3.4906,3.3391,0.2336,0.3250,0.916,3.3567,0.2235,0.3250,3.3391,0.2336,0.3250,0.0395,0.0395,0.0395,0.000,0.1913
1428,47648,731.34,472.80,997.38,707.38,detected,CONFIRMED,0,blue_hsv_shape,-0.2496,0.1239,3.4979,3.3467,0.2496,0.3250,0.917,3.3682,0.2470,0.3250,3.3467,0.2496,0.3250,0.0395,0.0395,0.0395,0.000,0.0610
1429,47681,727.50,473.86,992.88,706.44,detected,CONFIRMED,0,blue_hsv_shape,-0.2647,0.1219,3.5054,3.3544,0.2647,0.3250,0.917,3.3747,0.2582,0.3250,3.3544,0.2647,0.3250,0.0395,0.0395,0.0395,0.000,0.0424
1430,47714,722.89,473.54,987.76,704.96,detected,CONFIRMED,0,blue_hsv_shape,-0.2793,0.1197,3.5137,3.3630,0.2793,0.3250,0.922,3.3848,0.2716,0.3250,3.3630,0.2793,0.3250,0.0394,0.0394,0.0394,0.000,0.0583
1431,47748,715.82,474.31,983.04,703.79,detected,CONFIRMED,0,blue_hsv_shape,-0.2940,0.1174,3.5223,3.3719,0.2940,0.3250,0.921,3.3928,0.2875,0.3250,3.3719,0.2940,0.3250,0.0394,0.0394,0.0394,0.000,0.0444
1432,47781,666.84,476.19,977.54,704.50,detected,CONFIRMED,0,blue_hsv_shape,-0.3185,0.1157,3.5285,3.3783,0.3185,0.3250,0.864,3.3868,0.3581,0.3250,3.3783,0.3185,0.3250,0.0397,0.0397,0.0397,0.000,0.8382
1433,47814,649.13,476.43,971.82,703.80,detected,CONFIRMED,0,blue_hsv_shape,-0.3455,0.1141,3.5346,3.3846,0.3455,0.3250,0.922,3.3911,0.3892,0.3250,3.3846,0.3455,0.3250,0.0396,0.0396,0.0396,0.000,0.2134
1434,47848,638.67,474.99,967.44,702.36,detected,CONFIRMED,0,blue_hsv_shape,-0.3722,0.1122,3.5414,3.3917,0.3722,0.3250,0.922,3.4009,0.4097,0.3250,3.3917,0.3722,0.3250,0.0395,0.0395,0.0395,0.000,0.1117
1435,47881,636.83,474.18,964.93,696.16,detected,CONFIRMED,0,blue_hsv_shape,-0.3965,0.1085,3.5552,3.4060,0.3965,0.3250,0.931,3.4452,0.4202,0.3250,3.4060,0.3965,0.3250,0.0395,0.0395,0.0395,0.000,0.5397
1436,47915,637.21,474.30,960.56,698.36,detected,CONFIRMED,0,blue_hsv_shape,-0.4174,0.1061,3.5642,3.4153,0.4174,0.3250,0.929,3.4292,0.4237,0.3250,3.4153,0.4174,0.3250,0.0394,0.0394,0.0394,0.000,0.0250
1437,47948,650.33,474.39,951.27,694.18,detected,CONFIRMED,0,blue_hsv_shape,-0.4341,0.1026,3.5772,3.4288,0.4341,0.3250,0.929,3.4596,0.4219,0.3250,3.4288,0.4341,0.3250,0.0394,0.0394,0.0394,0.000,0.3443
1438,47981,656.93,475.63,941.76,692.23,detected,CONFIRMED,0,blue_hsv_shape,-0.4485,0.0990,3.5910,3.4430,0.4485,0.3250,0.929,3.4738,0.4273,0.3250,3.4430,0.4485,0.3250,0.0393,0.0393,0.0393,0.000,0.1874
1439,48015,659.33,476.47,934.00,690.69,detected,CONFIRMED,0,blue_hsv_shape,-0.4614,0.0953,3.6047,3.4573,0.4614,0.3250,0.932,3.4850,0.4358,0.3250,3.4573,0.4614,0.3250,0.0393,0.0393,0.0393,0.000,0.1533
1440,48048,663.64,478.89,929.93,709.92,detected,CONFIRMED,0,blue_hsv_shape,-0.4686,0.0987,3.5918,3.4438,0.4686,0.3250,0.926,3.3477,0.4203,0.3250,3.4438,0.4686,0.3250,0.0393,0.0393,0.0393,0.000,5.4000
1441,48081,653.25,478.53,923.57,734.81,detected,CONFIRMED,0,blue_hsv_shape,-0.4744,0.1094,3.5518,3.4025,0.4744,0.3250,0.885,3.1830,0.4230,0.3250,3.4025,0.4744,0.3250,0.0395,0.0395,0.0395,0.000,12.9948
1442,48115,646.13,451.74,916.82,725.56,detected,CONFIRMED,0,blue_hsv_shape,-0.4830,0.1162,3.5265,3.3763,0.4830,0.3250,0.845,3.2420,0.4473,0.3250,3.3763,0.4830,0.3250,0.0398,0.0398,0.0398,0.000,0.0797
1443,48148,638.57,431.04,909.49,718.24,detected,CONFIRMED,0,blue_hsv_shape,-0.4937,0.1204,3.5111,3.3603,0.4937,0.3250,0.838,3.2899,0.4722,0.3250,3.3603,0.4937,0.3250,0.0402,0.0402,0.0402,0.000,0.0038
1444,48182,631.99,419.94,903.65,714.62,detected,CONFIRMED,0,blue_hsv_shape,-0.5054,0.1231,3.5009,3.3498,0.5054,0.3250,0.845,3.3139,0.4912,0.3250,3.3498,0.5054,0.3250,0.0404,0.0404,0.0404,0.000,0.0082
1445,48215,626.69,412.83,897.52,710.97,detected,CONFIRMED,0,blue_hsv_shape,-0.5179,0.1244,3.4960,3.3447,0.5179,0.3250,0.843,3.3384,0.5093,0.3250,3.3447,0.5179,0.3250,0.0406,0.0406,0.0406,0.000,0.0484
1446,48248,623.84,413.28,892.59,708.46,detected,CONFIRMED,0,blue_hsv_shape,-0.5302,0.1247,3.4949,3.3435,0.5302,0.3250,0.854,3.3555,0.5217,0.3250,3.3435,0.5302,0.3250,0.0407,0.0407,0.0407,0.000,0.1077
1447,48282,614.25,413.83,887.32,706.81,detected,CONFIRMED,0,blue_hsv_shape,-0.5440,0.1244,3.4960,3.3447,0.5440,0.3250,0.853,3.3664,0.5427,0.3250,3.3447,0.5440,0.3250,0.0408,0.0408,0.0408,0.000,0.1019
1448,48315,608.01,414.11,883.01,704.39,detected,CONFIRMED,0,blue_hsv_shape,-0.5581,0.1233,3.5003,3.3491,0.5581,0.3250,0.853,3.3830,0.5590,0.3250,3.3491,0.5581,0.3250,0.0408,0.0408,0.0408,0.000,0.2221
1449,48348,601.80,414.08,879.05,701.91,detected,CONFIRMED,0,blue_hsv_shape,-0.5727,0.1214,3.5074,3.3565,0.5727,0.3250,0.853,3.4002,0.5750,0.3250,3.3565,0.5727,0.3250,0.0408,0.0408,0.0408,0.000,0.2940
1450,48382,598.62,417.59,872.28,702.93,detected,CONFIRMED,0,blue_hsv_shape,-0.5868,0.1199,3.5127,3.3619,0.5868,0.3250,0.856,3.3926,0.5871,0.3250,3.3619,0.5868,0.3250,0.0408,0.0408,0.0408,0.000,0.0350
1451,48415,575.25,417.93,867.00,702.60,detected,CONFIRMED,0,blue_hsv_shape,-0.6053,0.1186,3.5178,3.3672,0.6053,0.3250,0.859,3.3938,0.6253,0.3250,3.3672,0.6053,0.3250,0.0408,0.0408,0.0408,0.000,0.2077
1452,48448,558.94,414.06,859.80,699.90,detected,CONFIRMED,0,blue_hsv_shape,-0.6271,0.1165,3.5256,3.3753,0.6271,0.3250,0.853,3.4121,0.6598,0.3250,3.3753,0.6271,0.3250,0.0408,0.0408,0.0408,0.000,0.4112
1453,48482,550.77,415.47,855.43,699.95,detected,CONFIRMED,0,blue_hsv_shape,-0.6485,0.1146,3.5325,3.3824,0.6485,0.3250,0.857,3.4112,0.6764,0.3250,3.3824,0.6485,0.3250,0.0408,0.0408,0.0408,0.000,0.0967
1454,48515,559.12,414.77,852.10,699.94,detected,CONFIRMED,0,blue_hsv_shape,-0.6653,0.1130,3.5386,3.3887,0.6653,0.3250,0.844,3.4115,0.6698,0.3250,3.3887,0.6653,0.3250,0.0409,0.0409,0.0409,0.000,0.0730
1455,48549,554.27,418.25,850.87,701.75,detected,CONFIRMED,0,blue_hsv_shape,-0.6802,0.1122,3.5417,3.3920,0.6802,0.3250,0.856,3.3983,0.6756,0.3250,3.3920,0.6802,0.3250,0.0408,0.0408,0.0408,0.000,0.0188
1456,48582,549.25,449.24,844.79,703.66,detected,CONFIRMED,0,blue_hsv_shape,-0.6945,0.1121,3.5418,3.3921,0.6945,0.3250,0.936,3.3842,0.6879,0.3250,3.3921,0.6945,0.3250,0.0404,0.0404,0.0404,0.000,0.0018
1457,48615,547.37,463.73,840.87,703.65,detected,CONFIRMED,0,blue_hsv_shape,-0.7073,0.1122,3.5417,3.3920,0.7073,0.3250,0.926,3.3841,0.6957,0.3250,3.3920,0.7073,0.3250,0.0401,0.0401,0.0401,0.000,0.0214
1458,48649,546.87,473.56,836.55,713.70,detected,CONFIRMED,0,blue_hsv_shape,-0.7163,0.1157,3.5284,3.3783,0.7163,0.3250,0.936,3.3141,0.6893,0.3250,3.3783,0.7163,0.3250,0.0398,0.0398,0.0398,0.000,1.5847
1459,48682,547.72,478.62,834.89,710.17,detected,CONFIRMED,0,blue_hsv_shape,-0.7242,0.1177,3.5212,3.3707,0.7242,0.3250,0.931,3.3383,0.6948,0.3250,3.3707,0.7242,0.3250,0.0397,0.0397,0.0397,0.000,0.0962
1460,48715,546.03,480.78,830.24,707.39,detected,CONFIRMED,0,blue_hsv_shape,-0.7323,0.1185,3.5182,3.3676,0.7323,0.3250,0.930,3.3573,0.7067,0.3250,3.3676,0.7323,0.3250,0.0395,0.0395,0.0395,0.000,0.0589
1461,48749,545.32,481.09,825.81,704.88,detected,CONFIRMED,0,blue_hsv_shape,-0.7402,0.1183,3.5187,3.3682,0.7402,0.3250,0.936,3.3746,0.7168,0.3250,3.3682,0.7402,0.3250,0.0394,0.0394,0.0394,0.000,0.0857
1462,48782,547.72,480.99,822.21,702.82,detected,CONFIRMED,0,blue_hsv_shape,-0.7471,0.1175,3.5219,3.3715,0.7471,0.3250,0.940,3.3891,0.7211,0.3250,3.3715,0.7471,0.3250,0.0393,0.0393,0.0393,0.000,0.0789
1463,48815,546.38,480.46,817.17,695.21,detected,CONFIRMED,0,blue_hsv_shape,-0.7557,0.1140,3.5347,3.3847,0.7557,0.3250,0.938,3.4436,0.7400,0.3250,3.3847,0.7557,0.3250,0.0392,0.0392,0.0392,0.000,0.9938
1464,48849,544.75,476.75,813.46,687.39,detected,CONFIRMED,0,blue_hsv_shape,-0.7659,0.1082,3.5565,3.4073,0.7659,0.3250,0.938,3.5012,0.7583,0.3250,3.4073,0.7659,0.3250,0.0392,0.0392,0.0392,0.000,1.5657
1465,48882,539.78,475.92,808.45,684.04,detected,CONFIRMED,0,blue_hsv_shape,-0.7775,0.1018,3.5805,3.4322,0.7775,0.3250,0.941,3.5260,0.7769,0.3250,3.4322,0.7775,0.3250,0.0392,0.0392,0.0392,0.000,0.8276
1466,48916,536.91,475.96,805.00,683.49,detected,CONFIRMED,0,blue_hsv_shape,-0.7887,0.0959,3.6024,3.4549,0.7887,0.3250,0.938,3.5299,0.7865,0.3250,3.4549,0.7887,0.3250,0.0391,0.0391,0.0391,0.000,0.3104
1467,48949,532.39,473.86,801.27,682.01,detected,CONFIRMED,0,blue_hsv_shape,-0.8004,0.0902,3.6236,3.4768,0.8004,0.3250,0.935,3.5409,0.8002,0.3250,3.4768,0.8004,0.3250,0.0391,0.0391,0.0391,0.000,0.2850
1468,48982,503.08,472.97,795.69,687.19,detected,CONFIRMED,0,blue_hsv_shape,-0.8172,0.0873,3.6346,3.4881,0.8172,0.3250,0.920,3.4998,0.8404,0.3250,3.4881,0.8172,0.3250,0.0392,0.0392,0.0392,0.000,0.3740
